"REF_DATE","GEO","DGUID","Farm land and buildings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1973","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","104","","","","0"
"1974","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","140","","","","0"
"1975","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","180","","","","0"
"1976","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","213","","","","0"
"1977","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","251","","","","0"
"1978","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","299","","","","0"
"1979","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","424","","","","0"
"1980","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","544","","","","0"
"1981","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","600","","","","0"
"1982","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","592","","","","0"
"1983","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","543","","","","0"
"1984","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","493","","","","0"
"1985","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","453","","","","0"
"1986","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","407","","","","0"
"1987","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","386","","","","0"
"1988","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","374","","","","0"
"1989","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","411","","","","0"
"1990","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","432","","","","0"
"1991","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","414","","","","0"
"1992","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","405","","","","0"
"1993","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","413","","","","0"
"1994","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","450","","","","0"
"1995","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","515","","","","0"
"1996","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","553","","","","0"
"1997","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","611","","","","0"
"1998","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","658","","","","0"
"1999","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","690","","","","0"
"2000","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","721","","","","0"
"2001","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","747","","","","0"
"2002","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","806","","","","0"
"2003","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","863","","","","0"
"2004","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","931","","","","0"
"2005","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1012","","","","0"
"2006","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1095","","","","0"
"2007","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1203","","","","0"
"2008","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1381","","","","0"
"2009","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1426","","","","0"
"2010","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1514","","","","0"
"2011","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1592","","","","0"
"2012","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1706","","","","0"
"2013","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1893","","","","0"
"2014","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2025","","","","0"
"2015","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2185","","","","0"
"2016","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2354","","","","0"
"2017","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2547","","","","0"
"2018","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2704","","","","0"
"2019","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2842","","","","0"
"1921","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","60","","","","0"
"1922","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","59","","","","0"
"1923","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","49","","","","0"
"1924","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","48","","","","0"
"1925","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","44","","","","0"
"1926","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","40","","","","0"
"1927","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","45","","","","0"
"1928","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","47","","","","0"
"1929","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","47","","","","0"
"1930","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","41","","","","0"
"1931","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","41","","","","0"
"1932","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","35","","","","0"
"1933","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","34","","","","0"
"1934","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","32","","","","0"
"1935","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","30","","","","0"
"1936","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","31","","","","0"
"1937","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","29","","","","0"
"1938","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","30","","","","0"
"1939","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","29","","","","0"
"1940","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","28","","","","0"
"1941","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","28","","","","0"
"1942","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","31","","","","0"
"1943","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","33","","","","0"
"1944","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","36","","","","0"
"1945","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","38","","","","0"
"1946","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","41","","","","0"
"1947","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","45","","","","0"
"1948","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","49","","","","0"
"1949","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","53","","","","0"
"1950","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","55","","","","0"
"1951","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","59","","","","0"
"1952","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","61","","","","0"
"1953","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","68","","","","0"
"1954","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","72","","","","0"
"1955","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","78","","","","0"
"1956","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","81","","","","0"
"1957","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","88","","","","0"
"1958","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","94","","","","0"
"1959","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","104","","","","0"
"1960","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","109","","","","0"
"1961","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","109","","","","0"
"1962","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","109","","","","0"
"1963","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","107","","","","0"
"1964","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","108","","","","0"
"1965","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","119","","","","0"
"1966","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","138","","","","0"
"1967","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","150","","","","0"
"1968","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","176","","","","0"
"1969","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","192","","","","0"
"1970","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","207","","","","0"
"1971","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","222","","","","0"
"1972","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","233","","","","0"
"1973","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","271","","","","0"
"1974","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","378","","","","0"
"1975","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","454","","","","0"
"1976","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","504","","","","0"
"1977","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","571","","","","0"
"1978","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","696","","","","0"
"1979","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","823","","","","0"
"1980","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1035","","","","0"
"1981","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1191","","","","0"
"1982","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1083","","","","0"
"1983","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1091","","","","0"
"1984","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1035","","","","0"
"1985","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","961","","","","0"
"1986","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","884","","","","0"
"1987","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","833","","","","0"
"1988","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","873","","","","0"
"1989","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","962","","","","0"
"1990","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1083","","","","0"
"1991","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1190","","","","0"
"1992","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1242","","","","0"
"1993","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1399","","","","0"
"1994","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1589","","","","0"
"1995","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1767","","","","0"
"1996","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1890","","","","0"
"1997","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2010","","","","0"
"1998","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2016","","","","0"
"1999","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2012","","","","0"
"2000","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2029","","","","0"
"2001","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2044","","","","0"
"2002","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2158","","","","0"
"2003","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2297","","","","0"
"2004","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2496","","","","0"
"2005","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2774","","","","0"
"2006","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","3191","","","","0"
"2007","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","3653","","","","0"
"2008","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4355","","","","0"
"2009","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4602","","","","0"
"2010","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4765","","","","0"
"2011","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4988","","","","0"
"2012","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4898","","","","0"
"2013","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4886","","","","0"
"2014","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4951","","","","0"
"2015","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5083","","","","0"
"2016","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5321","","","","0"
"2017","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5636","","","","0"
"2018","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5896","","","","0"
"2019","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","6182","","","","0"


